,Review_Date,Author_Name,Vehicle_Title,Review_Title,Review,Rating
11523, on 06/09/10 09:23 AM (PDT),Danavan ,2006 Ford Fusion Sedan SE 4dr Sedan (3.0L 6cyl 6A),A Superb vehicle, One of the best cars I have ever owned. Just fun to drive and superb looking.,4.875
11524, on 05/06/10 19:36 PM (PDT),Utah Driver ,2006 Ford Fusion Sedan SE 4dr Sedan (2.3L 4cyl 5M),Great Car," Traded in a 98 Breeze 4 banger for this car, only 32000 miles on the Fusion. Getting 32 MPG on the Fwy. The Breeze only got 24.",5
11525, on 04/08/10 07:38 AM (PDT),AJ ,2006 Ford Fusion Sedan SEL 4dr Sedan (3.0L 6cyl 6A),"Paint, Paint, Paint", Love the looks of this car...when I can keep paint on it. Comes off it big (postage stamp) pieces. Primer sticks to the back of the paint. Bare metal is exposed and you know what that means rust. Ford will not help. I have repainted both fenders and one door (stripped to bare metal with a razor blade). Now I have another door pealing. Guess I will trade. Inside door handles bubbling as well. 11th Ford probably will take a break after this one.,4
11526, on 03/19/10 07:00 AM (PDT),brad ,2006 Ford Fusion Sedan SEL 4dr Sedan (2.3L 4cyl 5M),Happy with fusion," The fusion wasn't my first choice, it was a nissan maxima but I wanted to get a ford to make my family happy. Its a really nice car. Reliable, excellent ""sharp looking"" interior, a ton of options, a little sluggish with the 2.3 but you can't get a 5 speed with the 3.0 engine. I thought mileage would be a little better but I'm not complaining. For a guy that's had audis and saabs my whole life. Overall easily a 8 out of 10.  ",4.5
11527, on 03/08/10 13:01 PM (PST),LoveMyFusion ,2006 Ford Fusion Sedan SE 4dr Sedan (2.3L 4cyl 5M),Excellent Car," I have had my car for about a month now, and I just adore it. I had two cars before it that were unreliable and cheap, and this car is just fantastic. I honestly have no complaints. I would highly recommend this car to anyone. ",4.875
11528, on 03/04/10 15:16 PM (PST),Ruth ,2006 Ford Fusion Sedan SE 4dr Sedan (3.0L 6cyl 6A),2006 Fusion," Seems to be some defects on vehicle that Ford is not addressing. Already replaced turn signals lights~ 4 times, Replaced all 4 rotors. Inside handles are bubbling,not yet pealing. Biggest thing is the paint is starting to peel off the hood from the underneath with some bubbling around the underneath. Windows don't seal good enough, sounds like air coming in when going down highway. ",4
11529, on 03/04/10 07:46 AM (PST),Rob3 ,2006 Ford Fusion Sedan SE 4dr Sedan (2.3L 4cyl 5M),"77,000 and still perfect"," I have had this car for 4 years now and have put 77,000 miles on it. Apart for standard maintenance, I have not had to repair anything on this car. I replaced tires and rear brakes at about 60,000 miles. I drive freeway mostly for work and I get about 420 miles to each tank of fuel. The trunk is huge, especially with the rear seats folded down. I love this fusion and when its time, I will purchase another one. ",5
11530, on 02/27/10 17:13 PM (PST),brad ,2006 Ford Fusion Sedan SEL 4dr Sedan (2.3L 4cyl 5M),surprised," I bought the car for nothing else but for a commuter car, but I enjoyed driving it so much that I sold my other car. It might be the fact that is a 5 speed I-4 sel the oter car was an automatic. I enjoy the shifting more and on long trips I am comfortable even after 13 hour nonstop trips.",4.75
11531, on 02/24/10 12:11 PM (PST),dwbri665 ,2006 Ford Fusion Sedan SEL 4dr Sedan (3.0L 6cyl 6A),GREAT value!," We've had this car for less than a week.  We were out looking for a VW Passat for my wife after she'd just passed her '98 VW down to her daughter.  No way I ever thought I'd get her into a Ford!  All it took was the test drive and she was hooked on this car.  We actually stumbled onto it.  It had just been traded in that day.  It had every option imaginable... SEL trim with V6, leather, sunroof, traction control, heated seats and mirrors, etc.  And low miles... for less than a Passat with double the miles and 2 years older!  We left the lot initially to do some research and see how many of these used Fusions were out there. Not surprisingly now... very few!",5
11532, on 02/20/10 19:26 PM (PST),Bob Baker ,2006 Ford Fusion Sedan SEL 4dr Sedan (3.0L 6cyl 6A),Faith in Ford Again!  Great Car!!," I purchased my Fusion this past summer. It was an off lease vehicle with about 34000 miles. Since it was a used vehicle, I purchased the extended warranty. This is the 6th Ford that I have purchased. My previous Fords were purchased brand new. I had a real bad experience with my Ford Windstar Van and that particular Ford Dealer. I decided never to buy a Ford ever again.  I put my faith in Toyota and bought 2 of them since the Windstar. Toyota makes a great car, but I truly believe the quality of my Fusion is equal - if not better than my Toyota. I like this Fusion so much, that I will definitely pass it down to my son when I purchase a new Fusion Hybrid someday.        Faith in Ford Again!!",4.875
11533, on 02/10/10 15:27 PM (PST),tom brinkley ,2006 Ford Fusion Sedan SEL 4dr Sedan (3.0L 6cyl 6A),Still loving that Fusion," I wrote a review after about 10000 miles on my 2006 Fusion SEL. I now have 55000 on this black beauty and my admiration for the quality of this Ford continues.  The Michelins are rotated @ 10000 miles, the oil is changed @ 5000 (synthetiic blend). That's it. Nothing else is required but to enjoy this fantastic machine. I want a 2010 Fusion Hybrid, but cannot part with this car. I know that lemons come in all brands, but I've got a great ride, and still get that little surge of pride for going with the Fusion and not the Camry (which is having lots of press at this time for the recall.) Thanks, Ford.      ",5
11534, on 01/28/10 05:35 AM (PST),vans_ice ,2006 Ford Fusion Sedan SE 4dr Sedan (2.3L 4cyl 5M),Great Reliable Car," I bought this car from a private seller with about 42k miles on it. I have only had it for 6months but love it. It's reliable and since it is the 4cyl version I get 27-25mph regardless of where I drive it. The sound system is great stock, no need for additional upgrade. Plenty of leg room for larger drivers (I'm 6'4"").  Comfortable and attractive interior.  Negatives: Limited sight out of the rear. The view out of the rear of the car is cut by a high trunk and the spoiler doesn't help either. Also in the summer, the A/C draws so much battery power that it hinders the performance of the car. I also have a 6 cd-changer in mine and it doesn't work all the time. Overall, a great commuter car!",4.75
11535, on 01/12/10 17:09 PM (PST),steve armstrong ,2006 Ford Fusion Sedan SEL 4dr Sedan (2.3L 4cyl 5M),swear by mine," i ordered my 2006 ford fusion the way i wanted it. i have the 4 cyl. sedan sel. i haven't found anything about it i don't like . i switched rims put rain gutters on both sets of doors and in front of the sun and moon roof  and it looks sharp. (mines red)i get complimented all the time .i also added a ram air kit (VERY SIMPLE) so it sounds as nice as it looks. for performance,gas mileage, and cabin and trunk space this car cant be beat.",4.875
11536, on 12/24/09 08:31 AM (PST),mgoodwin16 ,2006 Ford Fusion Sedan S 4dr Sedan (2.3L 4cyl 5M),Most reliable car I've owned so far," I picked this up in Sep 06.I really liked the styling and still do. Since getting my D.L. 26 yrs ago, I've owned 6 Fords,1 Chevrolet,1 Buick, and 1 Pontiac. I had at least 2 issues with each of them. 11 with the Buick.I have not had a single issue with this car after 51k miles. The OEM tires wear quickly.Softer rubber,better handling,means quicker wear.Replaced with Michelins.I believe, due to the Mazda 6 underpinnings,I've noticed little, if any, difference in handling with the tire swap.I purposely chose the manual.More engaging in my experience and the manual with the Fusion is just as good as 2 others I have owned. Being a sedan manual is a plus. Great looks, dependable,and fun.",4.625
11537, on 12/22/09 19:07 PM (PST),Lucky One ,2006 Ford Fusion Sedan SEL 4dr Sedan (3.0L 6cyl 6A),Conflicted - Love it but frustrated too," '06 Fusion V6 SEL - I have had this car 3 yrs now & I really love it for the most part however, I am very frustrated with all the little things that have gone wrong with it.  I have had to fix the ac temp control, rotors, passenger grab handle, 2 interior door handles, trunk gas shocks & the headlights need replacing because they are yellowing & seem like they are cracking.  The moonroof is rusting also & the windows don't seem sealed tightly. I don't like the tilt & the fact this car doesn't have the peddle adjustment as an SEL.  Increased the tire pressure & it finally turns alot better.  Gas mileage not what I wish it was.  Very roomy & comfy overall with a husband & two growing boys.  ",3.75
11538, on 11/29/09 10:14 AM (PST),Ben ,2006 Ford Fusion Sedan SEL 4dr Sedan (3.0L 6cyl 6A),One Awesome Car," We have only had this Fusion for a few months now and my whole family loves driving it. It rides so smooth, has minimal body roll and handles great. The steering is pretty tight too, but that's better than loose steering. Acceleration is very good, I'd guess about 7.5 seconds to 60. Audiophile Stereo is definitely worth the cost, It sounds great.",4.875
11539, on 10/14/09 15:23 PM (PDT),RGS ,2006 Ford Fusion Sedan SEL 4dr Sedan (3.0L 6cyl 6A),One well built and fun to drive car, Have had my Fusion for 3.5 years and only problem was a safety interlock system gone haywire fixed under warranty. I got it with every option they offer. . Get mid 20's around town and sometimes over 30 mph on highway driving under 65 mph. People who ride with me comment about how nice it's appointed and how smooth it rides. ,4.875
11540, on 10/10/09 21:44 PM (PDT),Dave ,2006 Ford Fusion Sedan SEL 4dr Sedan (3.0L 6cyl 6A),The Bomb Digity," First car I've owned, 25 years of trucks. 60 mile commute 5-6 days a week this was the best thing I could have done. 74000 miles, oil changes not often enough, 1 air filter, tires at 55000. Holds 4 sets of golf clubs in the trunk 4 of my buddies and will still allow me to pass anything driving the speed limit. Absolutly no complaints. At 100k will give this to my kid then buy another.",5
11541, on 09/27/09 22:46 PM (PDT),TCB ,2006 Ford Fusion Sedan SEL 4dr Sedan (3.0L 6cyl 6A),First Impression," Recently purchased the 06 Ford Fusion SEL V6 6-speed and im impressed with the interior and the exterior is so-so. I plan to add ground effects and replace the grille to an aftermarket ""net-looking"" grille. Has power and handling is great. Bought it with 46k miles and hope to get another 46k without a major repair. Not as responsive as I would like. I went to pass a truck on the interstate and it took 3 seconds or more for the car to downshift and pickup, but when it did it passed the truck without any problems. I've heard great things about the reliability of the fusions and that is what my rating is based on. After 25k+ miles I will update the post with hopefully good things.",4.75
11542, on 08/26/09 18:24 PM (PDT),Ryan ,2006 Ford Fusion Sedan SE 4dr Sedan (2.3L 4cyl 5M),ooops...," I have had my Fusion now for 3 1/3 years.  The blinkers lights are always going out.  Last year the the AC went out right in the middle of the Texas Summer. Some sensor was out, was still covered under the warranty so didn't cost anything.  A year later (the next summer) my check engine light comes on.  Yes, I take car in for it's regular checkup always.  Anyway the car starts to putter act like it doesn't want to go when I hit the gas.  I opted to buy the extended warranty.  Turns out the fuse coil is burned up and seems to have short someplace, still in shop.  Not at all happy.  Suppose be fairly new car to have these problems. May not be covered under the extended warranty.    ",3.875
11543, on 08/10/09 00:30 AM (PDT),Ford Guy ,2006 Ford Fusion Sedan SEL 4dr Sedan (3.0L 6cyl 6A),Great Car, Bought this Fusion a few weeks ago and love it! Drives great - the steering is responsive - it really hugs the road. The car is fully loaded - leather interior - which is very comfortable. I did purchase it with an extended warranty - 3 yr  / 36000 mi. - just in case since I bought the car used. The quality and workmanship has drastically improved when compared to my previous Fords. In fact - quality wise it is as good  as our Toyota. Great job FORD!!,4.875
11544, on 07/31/09 21:47 PM (PDT),saleen777 ,2006 Ford Fusion Sedan SE 4dr Sedan (3.0L 6cyl 6A),Best I've owned..," First off, let me start by saying I'm in sales, so I drive a lot.  I'm very hard on my cars, and few hold up.  This Ford has been amazing! I bought it with 65,000 miles on it and put another 45,000 on it over the next year.  I have had zero problems! Not one.  This is the only car I've owned that I can say that. Love it! Great job Ford! ",4.5
11545, on 07/19/09 06:18 AM (PDT),TradingFord ,2006 Ford Fusion Sedan SEL 4dr Sedan (3.0L 6cyl 6A),Visability and Steering Are horrible," I owned a Taurus for 10 years before purchasing the Fusion, and loved it.  I am trading in my Fusion.  The back-end is too high and limits visability.  I've had to brake suddenly more than once.  Also the steering is too tight!!  It feels like there is no power steering. You need a wide approach just to make it into a typical parking space. I won't be trading for another Ford, because the choice is limited in this price range.",2.625
11546, on 07/02/09 14:39 PM (PDT),leopold fuchs ,2006 Ford Fusion Sedan SE 4dr Sedan (2.3L 4cyl 5M),Owners Beware!," I have a 2006 Fusion 4 cylinder 5 speed.  I generally enjoyed this car and was enthusiastic about it until 2 weeks ago when the locater pins fell out of the fly wheel destroying the transmission, clutch and fly wheel.  The Ford tech says it is a fault of the manufacturer but Ford says, sorry guarantee is up. To make matters worse I have been waiting two weeks for parts as simple as the bolts that secure the pressure plate to the fly wheel.  I bought this car to support the American manufacturer.  The next guy I support will be named Hans. This has been an nightmare.  ",3.625
11547, on 05/14/09 15:14 PM (PDT),OneTimeFordBuyer ,2006 Ford Fusion Sedan SEL 4dr Sedan (3.0L 6cyl 6A),Worst car I have ever owned," Bought this because Ford had better financing at the time.  By far the worst car I have ever owned.  I drive highway to work and only get 23 MPG (compared to the 29 it was listed at).  It has been in the shop several times in the first two years with transmission problems.  Going back to the shop now because the driver seat broke.  Turning radius is horrible.  Without traction control, can't get it to move on even a dusting of snow.  This was the first and last Ford I will ever own.  The value of it has dropped so much I can't even afford to get rid of it since I still owe double what it is worth.  I wouldn't recommend this car to anyone.",2.5
11548, on 05/12/09 19:35 PM (PDT),Rock Solid ,2006 Ford Fusion Sedan SEL 4dr Sedan (2.3L 4cyl 5M),Love It,"  After 3 years and 18000 mostly city miles, the car is virtually unchanged from the day it was new.  No rattles, no fading, no visible wear.  The car has tight handling, has the feel and build quality of a luxury car, and has an excellent 5 speed transmission.  The car has been absolutely problem free - just gas and regular oil changes.  I would be another one just like it without hesitation and recommend it to others.",5
11549, on 04/28/09 08:02 AM (PDT),Nice and good MPG ,2006 Ford Fusion Sedan SE 4dr Sedan (2.3L 4cyl 5M),Great car and mpg," I've owned different makes, and this is the best car I've ever owned.  It handles great, slightest turn of the wheel, suspension, and power for a 4 cyl.  Have 2 videos, 1st with 4 passengers and large suitcase, CC set to 65 after fillup and got 35.7 mpg.  2nd with wife and I doing 55 and got 36.2.  Love it, thanks Ford.",4.875
11550, on 04/22/09 20:46 PM (PDT),jwagen02 ,2006 Ford Fusion Sedan S 4dr Sedan (2.3L 4cyl 5M),Would buy another one!," Overall we have been very happy with our 2006 Ford Fusion.  Until the air went out, we had zero problems in 84000 miles. Oil changes and tires and that's it.  We are having to pay $600 to have a $10 sensor changed behind the dashboard, which seems outrageous! The car rides well, we get high 20s for mileage on the highway, and the car was a great price.  The 4 cylinder engine has enough power but produces some noise in the cabin.  I will probably buy another Fusion in a year or two.",4.25
11551, on 03/07/09 09:29 AM (PST),cannon03 ,2006 Ford Fusion Sedan SEL 4dr Sedan (3.0L 6cyl 6A),Solid vehicle," My  Fusion is as solid as the day I purchased it.  With just over 45,000 trouble free, squeak and rattle free miles. It drives nicely and has a solid road feel.  Ford did a great job on this vehicle.  I plan on keeping this vehicle for a while.  I am very happy with its performance/quality/fit/finish.  I strongly recommend to anyone.",4.875
11552, on 02/17/09 06:52 AM (PST),lrademac08 ,2006 Ford Fusion Sedan SEL 4dr Sedan (3.0L 6cyl 6A),"Used to be a good car, but now..."," When I got this car, I opted for all the features I could get. I wanted something with decent mileage, yet good driving. Previously owned two Ford Taurus' in past, but the Fusion is not as good as a Taurus. I think the Fusion is built for tiny & skinny people who don't mind shelling out hundreds of dollars after 2yrs of driving. When I got the car new it Looked sharp & styling like a mini Cadillac. But Its interior is small. Overall I wish I would of got the Ford 500. Mileage is not made for anything but City driving. Tires wore out after 24K miles, and recently the driver side car handle broke completely off so can't get in car normally. Have to take to dealer to see what they can do.",3.125
11553, on 02/13/09 11:47 AM (PST),YoyoKitten ,2006 Ford Fusion Sedan SE 4dr Sedan (3.0L 6cyl 6A),Ecellent Choice," Just got this car off an auction, and it is great! I rank it alongside my Honda Accord!",4.875
11554, on 01/01/09 10:16 AM (PST),nothing new ,2006 Ford Fusion Sedan SEL 4dr Sedan (3.0L 6cyl 6A),Best Car I've driven, This car is a car that has some pretty good pick up. The horsepower is stronger then what is shown. The V-6 Fusion has a total of 221 hp and 205 torque. But when I put my car on a dyno it topped out at 243 hp and 206 torque. Eveyrthing is strong so these car have a amazaing rating. The handling is really good. You can take sharp turns and still be holding a constant speed.,4.875
11555, on 08/05/18 11:16 AM (PDT),Charlie H ,2017 Ford Fusion Sedan Sport w/EcoBoost 4dr Sedan AWD (2.7L 6cyl Turbo 6A),Worst car I've ever owned in the past 20+ years," The Fusion Sport's only saving grace is the 2.7L EcoBoost V6. It is 99% the same engine as the one used in the F-150, with a few minor differences like turbo brand/packaging and the lack of an engine oil cooler on the car. Otherwise, it is the same engine. Unfortunately, the engine is a gas guzzler where I average 15-17 miles per gallon and coupled with a tiny fuel tank (18.6 gal according to the spec), I'm well under 300 miles to the tank. All of the EcoBoost engines (except for 17-up F-series with the port and direct injection) will require manual cleaning of the intake valves after 30k miles or so due to the design of the engine. Additives, techron, will not solve anything as it will never touch the valves (Do a Google search). The 6F55 transmission is the same one used in the Taurus SHO, Explorer Sport, and regular Taurus/Explorers - yet it shifts horribly in the Fusion Sport. Everything is delayed like it has no clue what it is doing, launches take forever, and the actual shifting takes forever. A regular 2018 Explorer XLT (base model) with the towing package comes with the same 6F55, but it feels like a sports car tuned transmission compared to the sluggish Fusion Sport. The LED headlights are abysmal as they illuminate 5 feet in front of the car even when properly aimed, and the LED foglights are an absolute joke as they illuminate a few inches in front of the bumper. I noticed Ford uses the same exact LED foglights on other vehicles like the Explorer as well. I recommend skipping these if they are an option. The trunk space is an absolute joke. I have trouble fitting my single golf bag, let alone another golf bag or a Clicgear cart. For groceries, it is difficult to find room to secure everything. The car doesn't come with a cargo net, but there are 4 protruding nubs in the trunk for the cargo net, and these nubs snag on everything from grocery bags to bag straps, etc... It is a very poorly designed trunk. These are just complaints I have, and I haven't started on the real problems. The power windows have a mind of their own. On occasion, they will not roll all the way up and automatically go back down. It's not fun when I'm on the freeway doing 70 mph and trying to keep my windows up. The sunroof also likes to stay up sometimes because it keeps ""detecting"" an obstruction. I also lost a sunroof on the freeway because the wind must have caught it, and it shucked the glass right off the frame and left nice shiny adhesive on the frame (no glass fragments). The dealership blamed me, blamed a rock chip, and then said they'll work with Ford corporate to see what they can do (they didn't do anything). Doing research on the internet, NO AUTOMAKER will warranty the factory glass roofs - the best you can do after threatening lawsuits or social media shaming is that they will pay 50% of the repair costs. Lesson learned: Never ever buy a vehicle with a sunroof or glass roof.  I also lost 2 tires during the winter due to pinch flats on the sidewall. The factory tires are Goodyear Eagle F1 Assymetric All-Season 235/40R19 which are extremely low profile, with extremely soft rubber. Factory air pressure is 39 psi but the sticker says to add 3 psi if driving over 100 mph. I filled them to 39 psi and lost 2 tires back to back. None of the dealerships in the Southeast Michigan area carried this specific tire, and Discount Tire had to special order them for me. None of the Ford dealerships called me back even after I placed an order with them. I have been filling them to 42 psi or higher and have to avoid all potholes. The pothole mitigation technology is a joke, as it is just for the rear tires. The tire rubber is so soft that anything remotely sharp will pierce the tire. I had to pull out a scissor the other day from the tread. I highly recommend 18 inch wheels with the thickest tires you can fit, preferably not Goodyear. Every single tire puncture or failure I've had in the past 2 decades has been a Goodyear/Dunlop (same company) tire. SYNC3 is a massive joke. It has yet to autoupdate on its own via WiFi. Car Play / Android Auto is extremely sluggish with poor video resolution. It just doesn't do anything well. I have an Explorer XLT base model without SYNC or a touchscreen, so i have my Android phone on a vent holder and never ever once missed having SYNC3. In fact, if I were to buy a new vehicle today, it'd be the bare bones base trim with the biggest engine possible. Ford's customer service and dealership network are major drawbacks as well. I will never buy a new Ford in the future.",1
11556, on 07/13/18 13:54 PM (PDT),Dan Wyke ,2017 Ford Fusion Sedan Sport w/EcoBoost 4dr Sedan AWD (2.7L 6cyl Turbo 6A),The Definitive Version of the Ford Fusion!," This is the third Ford Fusion that I've owned, out of trade-ins and ups. I wouldn't have purchased another if it weren't for the Sport. I loved my 15 Titanium, best car I ever drove, but this car knocked my socks off when I test-drove it. It is everything I love about the Titanium with the horse power of a Mustang. We'll hit the good stuff first. The car looks incredible, people always ask, ""Is that a Fusion?"" The mesh grille, LED lights, quad tip exhaust, and rims set this car apart from the other trim models. Really, this is a different car entirely from the other trims. The power is amazing, hitting the pedal results in some serious fun for a 4 door sedan. In car entertainment and technology is very streamlined, with the exception of the ever-behind-the-times navigation system. I use Apple CarPlay and let my phone do the navigating when necessary. I also find the bluetooth pairing to be cumbersome and sometimes unreliable, so I just don't use it. The seats are comfortable enough for a 4+ hour drive. Now the not-so-good stuff, I don't say bad because I haven't found anything bad about this car yet. The transmission is weird in its shift points, mainly between 2nd and 3rd. The steering doesn't inspire, but it gets the job done. Brakes could use a minor upgrade due to the weight of the car, especially the rears. Overall, this is the best car I've ever owned, so much so that I have put a good deal of money on mods improving the look and performance of it even more. I don't normally ""invest"" in a car, but I love this little monster!",5
11557, on 07/06/18 15:54 PM (PDT),Amanda ,2017 Ford Fusion Sedan Titanium w/EcoBoost 4dr Sedan (2.0L 4cyl Turbo 6A),Affordable Luxury," This car is ahead of it's time with modern features such as the rotary dial gear shift control, cooled seats and sleek dash design. This car has a large trunk and can hold a lot with the seats folded down.  It is fun to drive and has plenty of power to speed up for passing and merging .  The connectivity allows for the phone to interact in multaple ways. The screen layout surpasses many other brands in ease of use.  This car sets the bar for future purchases.  The fusion does not disappoint. I would select the titanium again in a heart beat.",5
11558, on 05/11/18 20:39 PM (PDT),Robert ,2017 Ford Fusion Sedan Sport w/EcoBoost 4dr Sedan AWD (2.7L 6cyl Turbo 6A),Function and FUN.," The Ford Fusion Sport is all about fun. Sure it is a four door sedan with a nice size trunk, a great little family car. But it is a blast to drive! Honestly, I did not buy this car because it was  a sensible vehicle for an older man, no, I bought this car because it was a blast to drive.",4
11559, on 04/30/18 13:48 PM (PDT),jmb1015 ,2017 Ford Fusion Sedan Sport w/EcoBoost 4dr Sedan AWD (2.7L 6cyl Turbo 6A),Ford Fusion Sport," This car is awesome has plenty of power and torque and the ride is pretty good for having a stiffer suspension and car handles very well, but the fuel economy is not so great.",5
11560, on 03/31/18 18:33 PM (PDT),Gary L. ,2017 Ford Fusion Sedan Platinum w/EcoBoost 4dr Sedan AWD (2.0L 4cyl Turbo 6A),Two Fusion's in a row," I loved my 2013 Fusion SE so much that I traded it for a 2017 Fusion Platinum. The car is an absolute pleasure to drive! I have owned it for 18 months, already driven it 30,000 miles, and have had zero problems. I even purchased a 2008 Fusion for my Granddaughter. I would recommend a Fusion to anybody!",5
11561, on 03/24/18 22:59 PM (PDT),Mtn Road ,2017 Ford Fusion Sedan Titanium w/EcoBoost 4dr Sedan (2.0L 4cyl Turbo 6A),"Excellent acceleration, quiet ride, amazing mpg!"," I rented a 2017 fully loaded Ford Fusion from Enterprise Car rental in March 2018 and I didn't want to return it. The car was amazing in every aspect. The acceleration was like having a powerful V8 engine, but I think the largest engine they offer is a 4cyl. That was incredible to find out it was not a V8 because the power was truly awesome. Passing, accelerating, having the power to prevent other cars from boxing me in...all of it was awesome. The acceleration was so strong it will actually throw you back in your seat if you step on it. The proximity / keyless system was great. The turn dial transmission was really convenient. The little parking brake button also saves space and resembles a power window button. The dash cluster on the upgraded model I rented was awesome. And right when I didn't think this car could get any better, I open the trunk and discover a really deep spacious cargo area. Honestly, looking at the car you wouldn't expect a massive trunk like that but trust me, it's deep and we put a lot of suitcases and bags in there. Ford did an amazing job with the design of this car. No blind spots, comfortable seats, excellent gas mileage, powerful engine, and the car was really quiet. No road noise, no engine noise, and at times I questioned whether it was a hybrid electric because the strong acceleration was so quiet and fuel efficient, despite me having a little fun with the gas pedal. I strongly suggest you give the Ford Fusion a try if your shopping around. I am going to trade my Toyota in and get one. I was sold after my rental week. The bonus is it looks like a European sports car and I got a lot of compliments.",5
11562, on 03/23/18 11:32 AM (PDT),Carol Coyne ,2017 Ford Fusion Sedan SE w/EcoBoost 4dr Sedan AWD (2.0L 4cyl Turbo 6A),Love it!," The only regret I have is not getting a hybrid, the gas mileage stinks, 20,21mpg.",5
11563, on 02/26/18 20:24 PM (PST),Mike Dietrich  ,2017 Ford Fusion Sedan Sport w/EcoBoost 4dr Sedan AWD (2.7L 6cyl Turbo 6A),Interior for the Loss," I went in to test drive a Focus ST and there was a Fusion Sport right next to it, so I asked to drive that as well. I was blown away by the power of the Fusion. The torque was totally unexpected and that thing can haul serious ass. But the interior is atrocious. It’s like they dragged a Grand Marquis into 2018. You would think for a starting price of $35k, and especially in a Sport model, the interior would be more refined, or you know- sporty. Even a fully loaded Fusion Sport’s interior is sub par, but the performance was outstanding. 3 stars for exterior because the chrome trim ruins the blacked out features of the sport package. ",4
11564, on 02/01/18 17:24 PM (PST),Skinny ,2017 Ford Fusion Sedan Sport w/EcoBoost 4dr Sedan AWD (2.7L 6cyl Turbo 6A),Sleeping Beauty," Bought this car because I'm a soon to be retired old drag racer. While I  can't afford a Camaro ZL1 or Mustang GT350 this car fills my everyday need for speed. Twin turbo, 325 HP, AWD, great handling, great sound when you hit it in sport mode are what I got. Sure, I had the dead battery issue right after I got it, but Ford replaced the battery and reprogrammed the computer and no problems since. Last two cars were a Hyundai Sonata Limited and a Kia Optima SXL. Both nice cars with 2.0L turbos but declining horsepower year to rear kept me from going back. Nice looking, nice ride, comfortable, and sporty. Transmission can be slow on downshifts and inconsistent on upshifts but not really a problem. Handles great in snow and wet conditions. Will get out and blow the doors off a lot off a lot of fancy cars who think it's only a Fusion. I like it.",4
11565, on 01/27/18 06:14 AM (PST),Highly Dissatisfied Ford Customer ,2017 Ford Fusion Sedan SE 4dr Sedan (2.5L 4cyl 6A),"Horrible AC/Heat System, POOR Air Quality"," The AC-Heat system is beyond horrible, making it impossible to use, while Ford (and the dealer) does nothing!   Despite being sold as a ""new"" car (although bounced from one dealer to another), the air is not clean, fresh or pristine - the way AC air on a new car should be.   3,000 miles later, absolutely no improvement!   The air smells thick and rubbery, like stale hotel air, or bad car vent air, that is hard to breathe in, and seals up my sinuses.   It is simply unhealthful.   Ford's reaction: too bad, sucker!   Adding insult to injury, the ""Sync"" system that is used to adjust coldness/hotness, intensity of air blow, etc., is a total failure,, in that it requires constant work - even when it is responsive to the touch, which is not always the case - and constant setting change.   There's never a comfortable temperature, in that you just can't make the air a little colder, or a little warmer, as there's no traditional incremental adjustment.   Instead, your only option - and this is on their advanced Sync system - is to adjust the AC or Heat by a temperature number, or a corresponding arrow keyed to temperature, like 65, 68, 71 etc.   But the temperature immediately sets off a computer that often puts both heat and AC on simultaneously, one fighting the other.   The net result is that the heat becomes way too hot, and if you try to lower it to comfort level, the AC will kick in.   Either option yields the thick, rubbery, unhealthful air -- making the AC/Heat system unusable for any prolonged period.    WARNING:  Imagine buying a new car, and having to drive with the window down for fresh air, either in sub-freezing temperatures, or summertime heat.  That's the best description of the miserable experience you'll encounter with a ""new"" 2017 Ford Fusion--lemons that many Ford dealers are still trying to get rid of, along with their 2018 inventory (I just bought mine at the end of the year, but wish I hadn't).     On top of all this, the gear shift on the transmission spikes and jolts when descending up typical grades on a highway, and the seats are incredibly uncomfortable - particularly when your skin hits the rough middle part that is made of a hard, chafing material.   The passenger seat was so cheaply made that a protruding object, or hard patch, literally juts up from the inside of the cushioning.   I have totally thrown away my money on this car, and tried to get the dealer to take the car back the immediate week following purchase, but was told to call Ford's ""Customer Relationship"" line if I wasn't satisfied, which proved fruitless.    I believe the first dealer that had the car (and remained title holder when I bought it) was fully aware of the defects, but failed to document them -- all of which are inherent to the car's cheap, poor manufacture and design flaws.    I've repeatedly asked Ford for a buy back, after taking the car out of operation after only 3,000 miles.   To date, Ford has ignored my requests, and told me to go back to the same dealers who wanted to dump the car -- leaving me in an impossible position.    Bottom Line: Don't buy a new Ford Fusion or other Ford product car with the current AC/Heat/Sync Control system, or prepare to encounter unhealthful air, impossible temperature set controls, and a company with zero regard for customer care or satisfaction.     [contact info removed]",1
11566, on 01/06/18 16:56 PM (PST),CT guy ,2017 Ford Fusion Sedan Titanium w/EcoBoost 4dr Sedan AWD (2.0L 4cyl Turbo 6A),Awesome, Rides like a 45k plus car for its category. Sync system is Microsoft so its simple and logical. Crazy amount of functions for the sync and car itself. Adjustable ambient interior lighting is great at night just pick your color. Ecoboost turbo performs well without being too loud in the cabin. Sport mode with rhe better fuel map ia pretty sweet for passing or accelerating past the morons who you just waited for to turn or go by. Overall fun and comfortable even with 2 car seats (one forward one rear facing) and for the cost is pretty sweet.,5
